message,label,token,category
"да, такая же история у меня с фейсбуком по 209 и алибаба по 214)))",FALSE,баба,сексизм
если и провалится то на 3-4% ну это будет или не будет знает байден,FALSE,байден,политика
"нет, отчет отличный нефть растет,  компания прибыль приносит, трамп будет президентом",FALSE,трамп,политика
это трамп брякнул с дуру...не он этот вопрос решает.,FALSE,трамп,политика
", а можно вопрос, зачем вам тинькофф, если вы торгуете индексами валюты или как это называется правильно... акциями не торгуете вообще, верно я понял?",FALSE,тиньк,компании
а смысл тинькоффа если у вас свой есть более круче брокер и площадка?,FALSE,тиньк,компании
яндекс купил тинькофф банк),FALSE,яндекс,компании
сегодня что то вообще все в портфеле вниз полетело к чертям,FALSE,черт,другое
"забаню ща, попрошайка жалкий",TRUE,забан,другое
"ну вот не знаете - не пишите, чертежи  автоваза были нарисованы не в семидесятых, а в шестидесятых. причем в италии.",FALSE,черт,другое
"какие цифры в втб?? заметила, что тинькофф иногда подчищает прогнозы",FALSE,тиньк,компании
"а если ещё внимательней посмотреть то тесла всегда растёт и не важно есть ракета или нет , так просто легче находить оправдания росту",FALSE,тесла,компании
"у меня есть личный кабинет тинькофф инвестиции, это не то?",FALSE,тиньк,компании
"посмотри как тесла сдулась за сентябрь, а это только начало.",FALSE,тесла,компании
и слава богу:) счет на тиньке у меня пристрелочный;),FALSE,тиньк,компании
здесь уже от тесла объемы,FALSE,тесла,компании
че тебя не забанили то ещё??,FALSE,забан,другое
очко своё ставишь?,TRUE,очко,другое
я лошара пессимист ?,TRUE,пес,другое
трамп там будет? ),FALSE,трамп,политика
победа трампа это ракета ? в нефтегазе),FALSE,трамп,политика
диверсификация не работает если чуть ли не весь фондовый рынок реагирует на высказывания значимых персон. маск чего-то ляпнет - урррра! трамп буркнет - караул! цирк одним словом.,FALSE,трамп,политика
"например на сайтах рейтинговых агентств - moodys, fitch, акра и др. некоторые брокеры (кроме тинькрф) иногда рассылают по эл. почте обзоры долгового рынка, надо узнавать",FALSE,тиньк,компании
"ну отлично, сервера упали у тинька, торги приостановлены, делаем все возможное... а в итоге бумага торгуется кроме тинька или приостановлены они на бирже?",FALSE,тиньк,компании
как бы в приложении тинькофф они тоже не отображаются,FALSE,тиньк,компании
"вот это бумага. трамп отказал в помощи, она стоит. трамп согласился помочь, она там же.",FALSE,трамп,политика
"если трамп так сделает, то рубль вырастет. и то и другое фантастика",FALSE,трамп,политика
"в точку. трамп немного лучше ,но непредсказуемый тип",FALSE,трамп,политика
"ой не то, ну путин  помниш говорил, ето его слова!",FALSE,путин,политика
будем делать трампа призидентом!!!,FALSE,трамп,политика
почему они вдвоем в масках (байден с харрис)? что грабить банк идут? ))),FALSE,байден,политика
"как это забыть? ? а вот когда проходили (да все наверное проходили урок инвестирования от тинькофф) тесты, там же было сказано мол что часть сбережений держать в офз (как безпроигрышная лотеря). нет?",FALSE,тиньк,компании
вам бы в морганстэнли работать с их прогнозами тесла по 50,FALSE,тесла,компании
"по весне, когда она стоила 400$ ей и 100 баксов не давали и кричали продавай. потом тесла планомерно выросла 1000+$",FALSE,тесла,компании
"в россии,пока не все так плохо.а вот на просвещенным западе..возможно,тамошний рост гомосексуализма идёт именно от этих причин.",FALSE,гомо,сексизм
"точно у него ж днюха, пусть в десны бабахнутся))",FALSE,баба,сексизм
"мин алибаба яратам, егетл?р",FALSE,баба,сексизм
ну а как узнать что твоя баба самая лучшая если не изменять?  только методом проб?? @326f02f8-bdc0-4366-8ab5-0e4d1928ec76,FALSE,баба,сексизм
максим за донат спасибо!! рад что мои идеи помогли поднять еа этой бумаге.  следующая идея у меня алибаба. ожидание 290-310 к новому году,FALSE,баба,сексизм
вата у тебя в очке петух,TRUE,петух,сексизм
"я думаю это в связи с тем,что байдена из русских никто не знает)",FALSE,байден,политика
"трамп выиграет , можем поспорить",FALSE,трамп,политика
эт он про байдена,FALSE,байден,политика
"его позиция крайне антироссийская, даже если сравнить с трампом который держит отношения с путиным вполне нормальные, что подтверждается сливами от демократов, которые его постоянно прижать пытались",FALSE,трамп,политика
"главное ведь, что даже в рассуждениях скрепоносных ватников сомнений не возникает в том, что кремль может отравить. обсуждается лишь важность или неважность навального :)",TRUE,навальн,политика
трампа выписали,FALSE,трамп,политика
обалдеть? на карту тинькоф по телефону 89132653325 спасибо ?,FALSE,тиньк,компании
у unf разве есть дивы? почему в тиньке нет вкладки на этой акции?,FALSE,тиньк,компании
23 можно будет уже купить на тинькофф ?),FALSE,тиньк,компании
"баба тех сектор, а это реальный",FALSE,баба,сексизм
"кстати буквально две недели назад я был в хорошем плюсе , и всё ушатал , и знаешь кто это сделал алибаба на своём падении, залез туда с плечами , а она возьми ну ты сама знаешь печалька",FALSE,баба,сексизм
согласен полностью. баба против рынка часто ходит.,FALSE,баба,сексизм
тесла это 50 оттенков серого.  боль и наслаждение вперемешку ?,FALSE,тесла,компании
"вот сижу и ною ? кинулиии! хотя, учитывая сколько я поимел с тинька по его же кредитке.... пока я в плюсе.",FALSE,тиньк,компании
корректно. обычно без подвисаний тинькофф или предупреждает или сам убирает. но сегодня наперекосяк все. вряд ли что доказать удастся.,FALSE,тиньк,компании
"эпл и тесла сложатся пополам, забыл упомянуть",FALSE,тесла,компании
"для новичков, до конца октября, погуглите, тинькофф обучение 25000",FALSE,тиньк,компании
"закрыли торги по яше аккурат перед новостью о том, что сделка яндекс и тинькофф не состоится.",FALSE,яндекс,компании
"алибаба, как думаете скоро пойдёт на 290-300, в течение недели пойдёт?",FALSE,баба,сексизм
"тоже самое , вот продал майкрософт и купил алибаба)",FALSE,баба,сексизм
"баба это говорящая кукла,биоробот. какое у меня может быть отношение к ним?",TRUE,баба,сексизм
"флет, с повышением на верх, на месячном хорошо видно графики в тиньке",FALSE,тиньк,компании
теперь точно знаю чего не делать: платить тиньку за их советы по составлению портфеля ?,FALSE,тиньк,компании
"тогда понятно, надеемся на лучший исход, странно что компания сама призналась в переоцененных своих акциях, тесла об этого вообще ничего не говорит,  но его цену назначили 350)",FALSE,тесла,компании
"имхо такого роста не будет по ряду факторов. политический фон перед включением яндекса был спокойней, вторая волна короны была лишь в теории, а сейчас это реальность, выборы в сша на носу.",FALSE,яндекс,компании
"тесла самая нелогичная бумажка, из всех, что я видел. хороший отчёт, позитивные новости, повышение рекомендаций и целевой цены, а она падает",FALSE,тесла,компании
"но а если рост подкреплен реально ростом и расширением компании, как например яндекс (он реально растет), а не на бумаге как тот же пик (набрали кредитов и физиков-акционеров...)",FALSE,яндекс,компании
мкиска поехали по кофе,FALSE,киска,другое
"делал, но сегодня решил нефиксировать, да и обычно они в начале сессии сливали, а тут собаки как будто поняли, решили попозже ее слит)))",FALSE,собак,другое
с чертом думаешь лучше?,FALSE,черт,другое
"мужики , а чего доллар катится к х ?) в предверии сброса валюты нашим центробанком ? или это все трамп-пам-пам?",FALSE,трамп,политика
"трамп победит, рубль чутка подростет, но в целом ничего не изменится.... не выгоден нашей власти дешевый доллар, поэтому на малейших просадках берем доллары!",FALSE,трамп,политика
"путин прав хватит заискивать, но на отношениях конечно скажется. посмотрим как сильно обидится дедушка джо.",FALSE,путин,политика
"пресс конференция трампа сегодня была, на ней он сообщил",FALSE,трамп,политика
"так вот юмор у спецслужб))! одни марионетку навального типа травят,другие запись какую-то нарыли)! скучно им жить спокойно,надо временами кровь на планете разгонять))!",FALSE,навальн,политика
байден все починил.,FALSE,байден,политика
вот потому и написала что увидела как кто то покупает из стакана дорого.пришлось даже сбить спесь спекулянтам пролить цену вниз,FALSE,пес,другое
"это в пятницу, черт",FALSE,черт,другое
хотя нихрена оно не вырастет) кукл опять давит плиточкой в 1к.,TRUE,очко,другое
"какие испытания он уже прошёл их, чел, угомонись!",FALSE,гомо,сексизм
да чуть не забыл  - если я сказал неправду насчёт того что вы не петух то извините я не хотел вас обидеть.,TRUE,петух,сексизм
"считаете, что баба всё же уйдёт в коррекцию?",FALSE,баба,сексизм
забанить бы тебя за тупой спас,TRUE,забан,другое
чертовка....,FALSE,черт,другое
"черт, как теперь с этим жить.",FALSE,черт,другое
"байден говорит, что как придёт к власти, локдаун на месяц введёт",FALSE,байден,политика
"он по предварительным подсчетам уже лидирует в 8-ми штатах, это мало, но именно в этих штатах все думали что он проиграет, а тут )) но я не за трампа)",FALSE,трамп,политика
это не трамп люди выкупили опционы по ценам,FALSE,трамп,политика
"ненадо трамп проиграет, у меня ещё 1.5к газпрома",FALSE,трамп,политика
женщина от байдена сделает трампу. ? спасибо),FALSE,трамп,политика
да байден  скорее победил в дебатах . трампу пора в наше политическое ток-шоу- любитель накинуть пурги и устроить свару:),FALSE,трамп,политика
это тинькофф детка),FALSE,тиньк,компании
"тесла не причём, на открытии можно брать без оглядки на коррекцию, пример oracle сегодня",FALSE,тесла,компании
за 5 лет продать 1 млн.. ?? тесла только в следующем году продаст 800 тысяч,FALSE,тесла,компании
удали ща забанят,FALSE,забан,другое
"ну для меня жадность порождает бедность. я доволен своим сегодняшним профитом по этой бумаге, точкой входа и точкой выхода",FALSE,очко,другое
"тебя чат поддержки забанил?)  да, можешь и пригласить, и за обучение получить.",FALSE,забан,другое
"за последние 8 лет, див гэп закрывался от месяца до 2 месяцев, но в те года байдена ни кто не рассматривал в президенты))",FALSE,байден,политика
"я думаю, если трамп вдруг станет президентом, то рынок сразу взлетит?",FALSE,трамп,политика
ура байдену,FALSE,байден,политика
"если трамп сегодня выступит наподобие ошибся, извините мужыки! сейчас теслу вашу поднимем",FALSE,трамп,политика
"откуда инфа? это про то, что трамп запретил торговать бумагой?)",FALSE,трамп,политика
а я даже не знаю кто для нас лучше. по идее с дони все понятно. он там всем по перек в сша. а байден хз старый маразматик. может ещё больше тупить будет,TRUE,байден,политика
хотя баба и еа отбивают вчерашний минус..,FALSE,баба,сексизм
наша баба отрастет и даст приплод,FALSE,баба,сексизм
я не знаю что в твоем понимании петух!!!,FALSE,петух,сексизм
тогда это просто пальцем что то начертил...когда нибудь по какой нибудь цене. ещё скажи что карты неба подсказали))),FALSE,черт,другое
"да вообще последняя самка собаки ? , морозит тоже средства несколько месяцев :(",FALSE,собак,другое
очко трусы прорвут,FALSE,очко,другое
"если смотреть график за месяц с дневными свечами, то тесла просто стоит",FALSE,тесла,компании
"если в шорт, то «продажу»... 12,63 это последняя цена возможно по которой ты продал. тинькоф бывает так лагает.",FALSE,тиньк,компании
можно ссылку на отчет где тесла хоть один год закрыла в плюсе?,FALSE,тесла,компании
"газетёнки теперь работают на байдена, а не топят трампа в негативе от короны.",FALSE,трамп,политика
"доброе утро , как думаешь , если байден выиграет , повышение корпоративного налог который он твердит , будет ли негативно влиять на рисковый реальный сектор?",FALSE,байден,политика
байден вин выборы мб,FALSE,байден,политика
) все равно трамп наш?,FALSE,трамп,политика
трамп выйгрывает .. у fti много проектов с зелеными спг ...,FALSE,трамп,политика
"должно быть эти дедушки взаимно ненавидят друг друга, а возможно это просто спектакль, шоу! старые выборные технологии. пожелаем успехов и артистизма трампу...",FALSE,трамп,политика
за владим владимыча забанили?))),FALSE,забан,другое
"если вы не парой миллионов чертовых $ торганули, то и дело до вас никому не будет... сколько читал комментариев на эту тему здесь, никто не подавал",FALSE,черт,другое
"девушка, смотри как потекло яблочко ???",FALSE,очко,другое
"не удивлюсь если и байден тоже окажется зараженным, и накуканят по итогу всех",FALSE,байден,политика
"переживаю, что в октябре она будет сильно расти. трамп же обещал рекордные рынки к выборам",FALSE,трамп,политика
байден доллар укрепит),FALSE,байден,политика
"девочка тут одна правильно написала - тесла всегда даёт терпеливым выйти хотя бы в 0. это факт. но сколько нервов уйдет, это не знает никто.",FALSE,тесла,компании
"а если квал, то где найти ее? по тикеру не ищет в тиньке",FALSE,тиньк,компании
"до 17 ч ? на мертвой бумаге сидеть не вижу смысла , если только маленькой долей от портфеля.  планировал купить дачу от сделки с майлом, придётся отложить на сл неделю, и сделать это на яндексе",FALSE,яндекс,компании
гомосексуалистов канал))),TRUE,гомо,сексизм
"у меня гораздо хуже, дура баба ((((",TRUE,баба,сексизм
по-моему баба распродаёт я всю неделю,FALSE,баба,сексизм
а как же на тиньке?,FALSE,тиньк,компании
"потому что черепок в тинькофф это не предбанкротное состояние, а предракетное????",FALSE,тиньк,компании
"ну да они, кого тинькофф опубликовал",FALSE,тиньк,компании
пробовали баба с {$qdel} . гораздо интереснее,FALSE,баба,сексизм
сливаем баба ?,FALSE,баба,сексизм
баба ягодка опять!,FALSE,баба,сексизм
"я тинька беру, хотя есть вероятность что техи будут падать",FALSE,тиньк,компании
"фраза говно-яндекс вышла после объявлении об отмене сделки и уже включает в себя инфу что сделка не состоится и что тинькофф отказался продаваться и яндексу, и мтс, и афк",TRUE,яндекс,компании
"блин, не успел заработать на тесла",FALSE,тесла,компании
да все правильно))) ну мне как то пофиг...я большую часть что тут поднял а это около 150% вывел в крипту))) ну бабахнит... ну и бог с ним ))),FALSE,баба,сексизм
баба галя всех накуканила сегодня,FALSE,баба,сексизм
причём тут баба,FALSE,баба,сексизм
"баба ещё называют убийцей шортеров, но ты сможешь )",FALSE,баба,сексизм
"баба с возу, трактору легче",FALSE,баба,сексизм
"и баба вернётся и эпл отрастет, не волнуйтесь ?",FALSE,баба,сексизм
тут у каждого второго свой платный канал. может тоже забабахать)))),FALSE,баба,сексизм
он с отсидки забабахает сразу до 6000,FALSE,баба,сексизм
"покидало его и по бабам, и по миру!))",FALSE,баба,сексизм
"да конечно, юристы работали, а не баба валя с завода. не доеб***",TRUE,баба,сексизм
алибаба на чем предмаркете выросла?  падает...,FALSE,баба,сексизм
"ёкарный бабай, я думал у меня 185 это дорого",FALSE,баба,сексизм
данный индекс поидее никак не влияет на бабу. ну может и свозят но не так сильно... мне кажется баба скоро начнёт отрастать...,FALSE,баба,сексизм
"и вот ещё , реал сектор ещё загнётся , деньги пойдут вливать в таких как баба )",FALSE,баба,сексизм
"ну, вы просто не правы. резкий скачек произошел именно в первые минуты после поступления новости о вакцине, а о победе байдена стало очевидно еще в пятницу, ну или, как максимум, к утру понедельника",FALSE,байден,политика
карнавальная культура на бирже.,FALSE,навальн,политика
потому что байдены они,FALSE,байден,политика
потому что тинькофф питушиный банк и биржа у них такая же,TRUE,тиньк,компании
"пока растёт насдак и доллар, будет расти.  как начнёт хотя бы доллар падать, то и яндекс будет в боковую",FALSE,яндекс,компании
"добро пожаловать в тинькоф инвестиции, ещё раз)",FALSE,тиньк,компании
когда эта шляпа забанкротится?,FALSE,забан,другое
"лейся, тварь",TRUE,тварь,другое
да весь мой минус это баба)))  и я там с плечами уже 3 неделю)) ну я не парюсь скоро еще с прибылью закрою,FALSE,баба,сексизм
гомосексуализм не нужно запрещать,FALSE,гомо,сексизм
"понял... ммм еще когда-то ракетой была, значит. я просто термина не знаю. алибаба растет на 1% кричат ракета... фиг его знает, что они имеют в виду.",FALSE,баба,сексизм
и жизнь на дошике обеспечена) возможно даже с одной почкой,FALSE,очко,другое
"ванечка, вы в курсе, что скоро вас забанят?",FALSE,забан,другое
"пинка под зад, и с горочки. собака драная",TRUE,собак,другое
"ожирели пока падала тесла, плохо стягивались???",FALSE,тесла,компании
в приложении тинькофф есть доступ к терминалу?,FALSE,тиньк,компании
"долларовые акции на помойной мосбиржа, ага, конечно. ait в тиньке уже добавлен. и биржа там спб",FALSE,тиньк,компании
"убалтал, чертяка. снова взял...",TRUE,черт,другое
"вы заблуждаетесь)  я конечно не скрываю, что мне по возрасту знать эту песню, но (!), уверяю вас, что почти все кати знают песни про кать, маши про маш и т.д.))",FALSE,пес,другое
вот начерта твой ноутбук????,FALSE,черт,другое
только почему у нас ни черта в +5% не фиксируется когда мы просыпаемся?,FALSE,черт,другое
"да, паника только когда делистинг, а у тебя в этой компании средняя - выше крыши) тогда очко играет в «джим-джим»",FALSE,очко,другое
"а вам не все равно ?у каждого своя голова на плечах ,а слушать или не слушать дело каждого.и забанят не забанят его тепло или холодно вам",FALSE,забан,другое
"трамп - экономика в порядке, байден - экономике п..ц )",TRUE,трамп,политика
"трамп нужен. все в минусах итак торчат, ну почти все)",FALSE,трамп,политика
трамп,FALSE,трамп,политика
"да первая не прошла, трамп неделю назад сказал, что вакцинация только в апреле, неудивительно что все валится, не все переживут эту зиму",FALSE,трамп,политика
не заметил. я вообще расстроился из за возможного поражения байдена. как ещё прожить четыре года при этом клоуне?!  уже сша лидирует по смертям от ковида а этому ч...у как с гуся вода.,FALSE,байден,политика
"нет)), там 300 млн средний класс, и з/п у них от 40 до 100к. к 2025 будет 500 млн  у нас путин объявил средним классом с з/п от 17к, почувствовал разницу)?",FALSE,путин,политика
"а я наивно полагал, что алибаба устроила распродажу к 11.11 ???",FALSE,баба,сексизм
алибаба это баба лось это твои минусы если есть,FALSE,баба,сексизм
тут баба безумная писала что скоро 65. я поражаюсь откуда такие люди берутся. орки 18 века,FALSE,баба,сексизм
если учесть что в тесла отдел маркетинга распустили то конечно выше),FALSE,тесла,компании
"тинькофф тянет с купонами постоянно, все время задерживает на 1~2 суток",FALSE,тиньк,компании
а почему именно этот золотой фонд? почему не тиньковский и втб в баксах?,FALSE,тиньк,компании
акции в плюсе может и трамп))),FALSE,трамп,политика
"демократы прокололись и теперь их манипуляции вскрылись и всем объявят и покажут, опозорились , и трамп будет президентом ещё 4 года",FALSE,трамп,политика
какие неочень. что трамп заболел? вроде больше нет ничего плохого по авиации.,FALSE,трамп,политика
"он еще гомосексуала в красном у себя постит, плчти что каждый день, мечта его похоже",FALSE,гомо,сексизм
как баба,FALSE,баба,сексизм
"вы не могли бы пояснить, что означают эти цифры - что я должен тинькову 110%?",FALSE,тиньк,компании
и на тесла до 600 к декабрю,FALSE,тесла,компании
"спасибо, попробую. что так недополучаешь прибыль, что на комиссию попадаешь- тинькофф внакладе не останется, я так понимаю))))",FALSE,тиньк,компании
петухи,TRUE,петух,сексизм
баба на максимуме? класс,FALSE,баба,сексизм
"да я шучу. баба будет, просто виски попроще возьму. хотя лучше все же тот",FALSE,баба,сексизм
нас всех забанят )),FALSE,забан,другое
"не дерзи папе, сынок. молодой ты еще взрослому дяде рот затыкать...",FALSE,рот,другое
"а если 3,3 то ты своё очко! давай?",TRUE,очко,другое
сразу дополнение недовольным гомодрилам это общий бесплатный план направления цены по мнению автора. )),TRUE,гомо,сексизм
алибабашечка,FALSE,баба,сексизм
"опосредованно через кого? это странное заявление, какой аудитор будет ставить свою репутацию на кон и работать с левыми данными- алибаба не шарага и листинг на nyse сильно добавляет ответственности..",FALSE,баба,сексизм
я тоже думаю на кой черт им рубль подымать и нагрузку на бюджет вешать,FALSE,черт,другое
забанят за спам,FALSE,забан,другое
"с такими минусами все что есть скинь  к чертям, тут лохотрон",FALSE,черт,другое
"алибаба не фарма,чтобы скакать. она более чем надёжная",FALSE,баба,сексизм
мне нравится ваш юмор?. после комментария с петухом подписался на вас. с вами не скучно,FALSE,петух,сексизм
"ещё какой шанс, баба будет падать всю неделю. она и ниже пробить может. но естественно это временное явление.",FALSE,баба,сексизм
какую территорию! турки оттяпали себе дорогу чтобы нефть качать из азербайджана. а вова путин опять в дураках оказался,FALSE,путин,политика
то есть если мы нашли у трампа какую то болячку - то всё должно катиться в бездну ? где логика ?,FALSE,трамп,политика
"ну, не за путина и навального же?!  единственный приличный президент.  трамп",FALSE,навальн,политика
как достал этот навальный. как заноза. уже хуже бузовой. везде,FALSE,навальн,политика
"докуплю, как в прошлый раз. в посте описал стратегию на случай падения.  трамп или трамп)) , но intel убивать не будут. он им нужен для мирового господства.",FALSE,трамп,политика
"кремль и закон - антонимы. навальному въеb32 ляма штрафа просто так, это законно?",FALSE,навальн,политика
короче я так понимаю что перспективы у неё обогнать алибаба даже есть . верно или нет ??,FALSE,баба,сексизм
бабах карабах,FALSE,баба,сексизм
"кстати живой пример. баба мне дает уже 2%. заходил на сигналах свечных формаций, хоть и не уверенных. смотри последний пост. в общем учим мать часть))",FALSE,баба,сексизм
байден в китай башляет,TRUE,байден,политика
"ну а как вы хотели?)) это же трамп заболел, а не какая нибудь бабушка из второго подъезда ?",FALSE,трамп,политика
"вчера когда в своей парадной ссал, смотрю лампочка горит, ну я ее и выкрутил, чтоб кто нить не спёр... вот до чего путин страну довел...",TRUE,путин,политика
"дай бог ему здоровья, когда откачают, я по боле низким ценникам зайду, тесла уже 5$ вниз на последней новости",FALSE,тесла,компании
тесла ??? хайп нравится вот и катаешься,FALSE,тесла,компании
вклады в тинькофф не самые выгодные????,FALSE,тиньк,компании
"так красиво написал , прям как путин ?",FALSE,путин,политика
зачем нам евро по сотке! лучше уж трамп.,FALSE,трамп,политика
"жди выборов, как байден выиграет, если выиграет, сразу же бери, если выиграет трамп, то она полетит вниз",FALSE,трамп,политика
"это в основном дивидентеые акции конечно... если нужен рост то алибаба,, jd, baidu, paypal",FALSE,баба,сексизм
алибаба ???,FALSE,баба,сексизм
"да пипец, баба ванга",FALSE,баба,сексизм
чем плоха поддержка? расист и гомофоб?,FALSE,гомо,сексизм
"кажется я выиграл? зелёный топчется на месте, а баба полетела вниз)",FALSE,баба,сексизм
завтра торговля на тиньке,FALSE,тиньк,компании
"александра, расскажите про разницу fxim и тиньковским tech. tech не является etf? и что это значит для нас? комиссии ниже по tech, а брокерской комиссии совсем нет. а так они похожи на конкурентов)",FALSE,тиньк,компании
про яндекс ничего не сказал?,FALSE,яндекс,компании
саня ты видил что алибаба делает,FALSE,баба,сексизм
путин уже отправил байдену поздравления???,FALSE,байден,политика
хмыри из америки говорят что байден победит. будем со слезами вспоминать доллар по 60 и рвать волосы что не заскочил раньше,FALSE,байден,политика
"считаю,байден должен закрыть россии продажу энергоресурсов,совсем,навсегда,после может быть рубль начнёт укрепляться при развитии производств,и технологий,пока нефть у нас покупают,развития не будет.",FALSE,байден,политика
ага.. завтра рост... или падение. баба ванга отдыхает.,FALSE,баба,сексизм
"была baba как баба,  стала как ueba",TRUE,баба,сексизм
например при покупке 90 бумаг баба взяли 10 долларов комиссию,FALSE,баба,сексизм
"фу, тесла портит всё",FALSE,тесла,компании
"а мне без разницы, мне бы плечи снять) о, моя тесла в плюс вышла) вот бы до америки хотя бы до 460 подросла?",FALSE,тесла,компании
"согласен, вчера аванс пришёл через сбер на тинькофф, лого старый",FALSE,тиньк,компании
заранее жалко тех бедалаг которые по вашему совету тоже не будут интересоваться точкой входа?,FALSE,очко,другое
когда уже забанят этого чудика,FALSE,забан,другое
"если тебя забанят, пульс ничего не потеряет. таких умников с -47% считающих всех дураками здесь полно. так что не стоит сомневаться , излечить всю желчь подружка  ?",FALSE,забан,другое
"алибаба отличная, как и их основные конкуренты - жiды!",TRUE,баба,сексизм
"соловьев,угомонись ???? тебя спалили",FALSE,гомо,сексизм
маск угомонил вчера медведей и быков. все боятся рыпаться,FALSE,гомо,сексизм
"ну вот вопрос в этом, с акций то удержит сам тинькофф, а с курса доллара же надо самому. как это сделать то все",FALSE,тиньк,компании
"мне подарили яндекс в апреле, когда он стоит 2300 рублей! очень сожалею о продаже) но если в течении 3 месяцев не продашь, подарок сгорает",FALSE,яндекс,компании
"в солянку по российским эмитентам: сбер/втб (фин.сектор) транспорт -аэрофлот,камаз энергетика - русгидро например ну и яндекс/маил, мтс какой-нибудь",FALSE,яндекс,компании
все щас завязано на здоровье трампа,FALSE,трамп,политика
по мне с трампом веселее.,FALSE,трамп,политика
байден выиграет в мичигане и наберёт 270 выборщиков,FALSE,байден,политика
байден пришел-китайцы в рост. народная примета,FALSE,байден,политика
байден отрывается ?,FALSE,байден,политика
этим многое объясняется. трамп наш- путин их.,FALSE,трамп,политика
сенат начал обсуждение санкций по навальному + заявления и статистика по covid,FALSE,навальн,политика
"да, у трампа ток)",FALSE,трамп,политика
вроде трампампампуля обещал сильно снизить цены на лекарства для населения. видимо на этой новости фарма вверх идет,FALSE,трамп,политика
"вот только трамп, судя по всему, не победил. но тут еще нужно учитывать выбору в сенат",FALSE,трамп,политика
"наверное потому что аж трамп заразился, не? но сколько лет данной компании знаете? смотрите индекаторы...",FALSE,трамп,политика
байден уходит в отрыв,FALSE,байден,политика
это байден то сильный?,FALSE,байден,политика
"да на успеют они его провести , у администрации трампа не так много времени да и в палате представителей больше демократов ) учите матчасть",FALSE,трамп,политика
трамп ещё жив...,FALSE,трамп,политика
пошел к чертм отсюда),FALSE,черт,другое
"вот только вб и озон в регионах работает уже сейчас и развивается просто капец как. а я ндекс еще черт пойми когда доберется, в москве да, но москва не весь рынок россии, далеко не весь.",FALSE,черт,другое
